time,day,swiggy,zomato,eatsure,eatclub,dominoz,bigBasket,dunzo,zepto,blinkit,others,total deliveries
2022-11-14 11:00:00,mon,1,3,0,0,0,0,0,1,0,0,4
2022-11-14 12:00:00,mon,5,2,0,0,0,1,1,0,0,0,4
2022-11-14 13:00:00,mon,4,2,0,0,0,1,0,2,0,0,5
2022-11-14 14:00:00,mon,8,1,0,0,0,0,1,0,0,0,2
2022-11-14 15:00:00,mon,10,6,0,2,0,1,1,3,1,0,14
2022-11-14 16:00:00,mon,4,1,0,1,0,0,1,3,1,0,7
2022-11-14 17:00:00,mon,5,1,0,0,0,0,1,0,0,0,2
2022-11-14 18:00:00,mon,6,1,0,2,0,0,1,0,0,1,5
2022-11-14 19:00:00,mon,19,5,1,0,1,1,1,0,0,0,9
2022-11-14 20:00:00,mon,15,4,1,1,2,0,1,0,0,0,9
2022-11-14 21:00:00,mon,16,1,0,1,0,0,1,1,1,1,6
2022-11-14 22:00:00,mon,15,5,0,1,1,0,1,2,0,0,10
2022-11-14 23:00:00,mon,12,1,0,0,0,0,1,1,1,0,4
2022-11-15 0:00:00,tue,3,4,0,0,0,0,0,0,0,0,4
2022-11-15 1:00:00,tue,3,2,0,0,0,0,0,1,0,0,3
2022-11-15 2:00:00,tue,5,1,0,0,0,0,0,0,0,0,1
2022-11-15 3:00:00,tue,5,0,0,0,0,0,0,0,0,0,0
2022-11-15 4:00:00,tue,0,2,0,0,0,0,0,0,0,0,2
2022-11-15 5:00:00,tue,0,2,0,0,0,0,0,0,0,0,2
2022-11-15 6:00:00,tue,0,0,0,0,0,0,0,0,0,0,0
2022-11-15 7:00:00,tue,0,0,0,0,0,1,0,0,0,0,1
2022-11-15 8:00:00,tue,2,0,0,0,0,2,0,0,1,1,4
2022-11-15 9:00:00,tue,1,0,0,0,0,0,0,2,1,0,3
2022-11-15 10:00:00,tue,3,1,0,0,0,0,0,1,1,0,3
2022-11-15 11:00:00,tue,4,2,0,0,0,0,0,2,0,0,4
2022-11-15 12:00:00,tue,7,2,0,0,0,1,2,1,0,0,6
2022-11-15 13:00:00,tue,7,2,0,0,0,0,0,2,0,0,4
2022-11-15 14:00:00,tue,6,5,0,0,0,0,0,0,0,0,5
2022-11-15 15:00:00,tue,7,3,0,0,0,1,0,0,0,0,4
2022-11-15 16:00:00,tue,6,3,0,0,0,0,1,0,1,1,6
2022-11-15 17:00:00,tue,1,0,0,0,0,0,1,5,0,0,6
2022-11-15 18:00:00,tue,7,1,0,1,0,0,2,1,1,0,6
2022-11-15 19:00:00,tue,15,4,0,2,0,1,1,2,1,0,11
2022-11-15 20:00:00,tue,16,5,2,1,0,1,1,3,1,0,14
2022-11-15 21:00:00,tue,17,3,0,0,0,1,0,2,1,0,7
2022-11-15 22:00:00,tue,14,2,0,3,0,0,1,3,0,0,9
2022-11-15 23:00:00,tue,7,1,0,0,0,0,0,5,0,0,13
2022-11-16 0:00:00,wed,3,1,0,0,0,0,0,1,0,0,5
2022-11-16 1:00:00,wed,2,2,0,0,0,0,0,0,0,0,4
2022-11-16 2:00:00,wed,3,2,0,0,0,0,0,0,0,0,5
2022-11-16 3:00:00,wed,2,1,0,0,0,0,0,0,0,0,3
2022-11-16 4:00:00,wed,0,1,0,0,0,0,0,0,0,0,1
2022-11-16 5:00:00,wed,0,1,0,0,0,0,0,0,0,0,1
2022-11-16 6:00:00,wed,0,0,0,0,0,0,0,1,0,0,1
2022-11-16 7:00:00,wed,3,0,0,0,0,1,0,1,0,0,5
2022-11-16 8:00:00,wed,1,1,0,0,0,0,0,0,0,0,2
2022-11-16 9:00:00,wed,0,0,0,0,0,0,0,1,1,0,2
2022-11-16 10:00:00,wed,2,0,0,0,0,1,0,0,0,0,3
2022-11-16 11:00:00,wed,6,2,0,0,0,1,0,0,0,0,9
2022-11-16 12:00:00,wed,4,6,0,1,0,0,2,0,0,0,13
2022-11-16 13:00:00,wed,11,2,0,0,0,0,1,0,1,0,15
2022-11-16 14:00:00,wed,12,1,0,1,0,0,0,1,0,0,15
2022-11-16 15:00:00,wed,8,2,0,1,0,0,1,2,0,1,15
2022-11-16 16:00:00,wed,9,1,0,0,0,0,0,3,0,0,13
2022-11-16 17:00:00,wed,5,6,0,1,0,1,0,3,1,0,17
2022-11-16 18:00:00,wed,5,3,0,1,0,2,0,3,2,0,16
2022-11-16 19:00:00,wed,9,7,0,1,0,1,1,2,1,0,22
2022-11-16 20:00:00,wed,20,10,0,0,0,0,0,1,2,0,33
2022-11-16 21:00:00,wed,16,2,0,1,0,0,0,1,0,1,21
2022-11-16 22:00:00,wed,15,4,0,1,0,0,1,1,0,1,23
2022-11-16 23:00:00,wed,5,5,1,0,1,0,0,0,0,0,12
